date,sales_category,daily_sales
16 Jun 2024,Automotive,12756.92
16 Jun 2024,Sports and Outdoors,21715.41
17 Jun 2024,Groceries,56459.84
17 Jun 2024,Electronics,8985.11
17 Jun 2024,Clothing and Apparel,9682.45
17 Jun 2024,Home and Furniture,3996.56
17 Jun 2024,Toys and Games,2671.33
17 Jun 2024,Health and Beauty,2544.48
17 Jun 2024,Automotive,1790.55
17 Jun 2024,Sports and Outdoors,1910.37
18 Jun 2024,Groceries,74737.25
18 Jun 2024,Electronics,7080.68
18 Jun 2024,Clothing and Apparel,6567.69
18 Jun 2024,Home and Furniture,5232.97
18 Jun 2024,Toys and Games,1741.84
18 Jun 2024,Health and Beauty,6409.02
18 Jun 2024,Automotive,725.42
18 Jun 2024,Sports and Outdoors,2935.62
19 Jun 2024,Groceries,39547.07
19 Jun 2024,Electronics,4224.88
19 Jun 2024,Clothing and Apparel,6831.23
19 Jun 2024,Home and Furniture,3471.85
19 Jun 2024,Toys and Games,1243.17
19 Jun 2024,Health and Beauty,3556.41
19 Jun 2024,Automotive,1040.63
19 Jun 2024,Sports and Outdoors,2320.24
20 Jun 2024,Groceries,77336.39
20 Jun 2024,Electronics,28447.38
20 Jun 2024,Clothing and Apparel,7032.26
20 Jun 2024,Home and Furniture,8706.58
20 Jun 2024,Toys and Games,3588.4
20 Jun 2024,Health and Beauty,5531.08
20 Jun 2024,Automotive,2359.53
20 Jun 2024,Sports and Outdoors,1748.52
21 Jun 2024,Groceries,53692.87
21 Jun 2024,Electronics,29455.92
21 Jun 2024,Clothing and Apparel,5962.08
21 Jun 2024,Home and Furniture,9079.49
21 Jun 2024,Toys and Games,3882.07
21 Jun 2024,Health and Beauty,17911.86
21 Jun 2024,Automotive,4287.12
21 Jun 2024,Sports and Outdoors,4257.68
22 Jun 2024,Groceries,145651.65
22 Jun 2024,Electronics,32216.03
22 Jun 2024,Clothing and Apparel,16043.36
22 Jun 2024,Home and Furniture,13516.77
22 Jun 2024,Toys and Games,6158.41
22 Jun 2024,Health and Beauty,13201.01
22 Jun 2024,Automotive,7212.49
22 Jun 2024,Sports and Outdoors,3365.68
23 Jun 2024,Groceries,221270.2
23 Jun 2024,Electronics,37128.19
23 Jun 2024,Clothing and Apparel,19415.39
23 Jun 2024,Home and Furniture,3732.58
23 Jun 2024,Toys and Games,16940.73
23 Jun 2024,Health and Beauty,10850.36
23 Jun 2024,Automotive,5916.98
23 Jun 2024,Sports and Outdoors,3559.88
24 Jun 2024,Groceries,69130.41
24 Jun 2024,Electronics,9811.74
24 Jun 2024,Clothing and Apparel,21592.55
24 Jun 2024,Home and Furniture,9009.17
24 Jun 2024,Toys and Games,1965.74
24 Jun 2024,Health and Beauty,7358
24 Jun 2024,Automotive,1705.91
24 Jun 2024,Sports and Outdoors,3212.91
25 Jun 2024,Groceries,33757.88
25 Jun 2024,Electronics,10732.32
25 Jun 2024,Clothing and Apparel,5115.81
25 Jun 2024,Home and Furniture,5312.44
25 Jun 2024,Toys and Games,1085.59
25 Jun 2024,Health and Beauty,879.02
25 Jun 2024,Automotive,997.28
25 Jun 2024,Sports and Outdoors,1274.76
26 Jun 2024,Groceries,22507.73
26 Jun 2024,Electronics,4405.49
26 Jun 2024,Clothing and Apparel,2553.92
26 Jun 2024,Home and Furniture,10487.04
26 Jun 2024,Toys and Games,658.95
26 Jun 2024,Health and Beauty,3495.62
26 Jun 2024,Automotive,2021.32
26 Jun 2024,Sports and Outdoors,2889.73
27 Jun 2024,Groceries,11318.97
27 Jun 2024,Electronics,14084.97
27 Jun 2024,Clothing and Apparel,4116.7
27 Jun 2024,Home and Furniture,10018.33
27 Jun 2024,Toys and Games,2540.85
27 Jun 2024,Health and Beauty,4578.15
27 Jun 2024,Automotive,3593.97
27 Jun 2024,Sports and Outdoors,1105.66
28 Jun 2024,Groceries,60998.4
28 Jun 2024,Electronics,28269.78
28 Jun 2024,Clothing and Apparel,11115
28 Jun 2024,Home and Furniture,4237.3
28 Jun 2024,Toys and Games,2887.42
28 Jun 2024,Health and Beauty,10428.74
28 Jun 2024,Automotive,3935.58
28 Jun 2024,Sports and Outdoors,3115.88
29 Jun 2024,Groceries,216395.78
29 Jun 2024,Electronics,23140.11
29 Jun 2024,Clothing and Apparel,20214.85
29 Jun 2024,Home and Furniture,12734.06
29 Jun 2024,Toys and Games,17627.58
29 Jun 2024,Health and Beauty,30982.51
29 Jun 2024,Automotive,13907.49
29 Jun 2024,Sports and Outdoors,5088.73
30 Jun 2024,Groceries,87761.02
30 Jun 2024,Electronics,19406.66
30 Jun 2024,Clothing and Apparel,17201.77
30 Jun 2024,Home and Furniture,13905.8
30 Jun 2024,Toys and Games,2698
30 Jun 2024,Health and Beauty,21577.62
30 Jun 2024,Automotive,10558.15
30 Jun 2024,Sports and Outdoors,7171.1
01 Jul 2024,Groceries,34933.71
01 Jul 2024,Electronics,6579.7
01 Jul 2024,Clothing and Apparel,10874.86
01 Jul 2024,Home and Furniture,13911.4
01 Jul 2024,Toys and Games,2199.54
01 Jul 2024,Health and Beauty,4862.97
01 Jul 2024,Automotive,5810.43
01 Jul 2024,Sports and Outdoors,8546.78
02 Jul 2024,Groceries,76440.07
02 Jul 2024,Electronics,6137.29
02 Jul 2024,Clothing and Apparel,9936.72
02 Jul 2024,Home and Furniture,6191.81
02 Jul 2024,Toys and Games,4416.33
02 Jul 2024,Health and Beauty,4907.15
02 Jul 2024,Automotive,1162.82
02 Jul 2024,Sports and Outdoors,891.92
03 Jul 2024,Groceries,17726.02
03 Jul 2024,Electronics,10790.97
03 Jul 2024,Clothing and Apparel,11501.13
03 Jul 2024,Home and Furniture,6176.63
03 Jul 2024,Toys and Games,1583.68
03 Jul 2024,Health and Beauty,6043.38
03 Jul 2024,Automotive,1616.3
03 Jul 2024,Sports and Outdoors,1315.99
04 Jul 2024,Groceries,187554.21
04 Jul 2024,Electronics,7918.31
04 Jul 2024,Clothing and Apparel,13929.38
04 Jul 2024,Home and Furniture,4541.54
04 Jul 2024,Toys and Games,2643.57
04 Jul 2024,Health and Beauty,9362.54
04 Jul 2024,Automotive,4035.53
04 Jul 2024,Sports and Outdoors,1981.74
05 Jul 2024,Groceries,83829.6
05 Jul 2024,Electronics,43480.05
05 Jul 2024,Clothing and Apparel,46839.09
05 Jul 2024,Home and Furniture,30549.06
05 Jul 2024,Toys and Games,16492.12
05 Jul 2024,Health and Beauty,3376.05
05 Jul 2024,Automotive,3710.58
05 Jul 2024,Sports and Outdoors,4485.31
06 Jul 2024,Groceries,86980.8
06 Jul 2024,Electronics,140240.76
06 Jul 2024,Clothing and Apparel,32260.85
06 Jul 2024,Home and Furniture,22346.29
06 Jul 2024,Toys and Games,9282.7
06 Jul 2024,Health and Beauty,23264.72
06 Jul 2024,Automotive,6129.22
06 Jul 2024,Sports and Outdoors,7681.99
07 Jul 2024,Groceries,61363.78
07 Jul 2024,Electronics,26420.85
07 Jul 2024,Clothing and Apparel,14410.81
07 Jul 2024,Home and Furniture,48775.36
07 Jul 2024,Toys and Games,14251.41
07 Jul 2024,Health and Beauty,62835.86
07 Jul 2024,Automotive,32217.36
07 Jul 2024,Sports and Outdoors,10498.72
08 Jul 2024,Groceries,118305.69
08 Jul 2024,Electronics,12890.07
08 Jul 2024,Clothing and Apparel,10022.02
08 Jul 2024,Home and Furniture,12985.14
08 Jul 2024,Toys and Games,2726.05
08 Jul 2024,Health and Beauty,9896.36
08 Jul 2024,Automotive,4489.03
08 Jul 2024,Sports and Outdoors,4116.7
09 Jul 2024,Groceries,34901.24
09 Jul 2024,Electronics,11955.07
09 Jul 2024,Clothing and Apparel,13554.9
09 Jul 2024,Home and Furniture,11436.63
09 Jul 2024,Toys and Games,1848.51
09 Jul 2024,Health and Beauty,5471.96
09 Jul 2024,Automotive,2928.53
09 Jul 2024,Sports and Outdoors,3049.17
10 Jul 2024,Groceries,74299.79
10 Jul 2024,Electronics,7526.27
10 Jul 2024,Clothing and Apparel,14917.83
10 Jul 2024,Home and Furniture,5683.18
10 Jul 2024,Toys and Games,1925.48
10 Jul 2024,Health and Beauty,3043.9
10 Jul 2024,Automotive,2093.17
10 Jul 2024,Sports and Outdoors,5275.83
11 Jul 2024,Groceries,41991.65
11 Jul 2024,Electronics,8366.25
11 Jul 2024,Clothing and Apparel,18695.61
11 Jul 2024,Home and Furniture,11804.95
11 Jul 2024,Toys and Games,4056.25
11 Jul 2024,Health and Beauty,5008.41
11 Jul 2024,Automotive,7055.97
11 Jul 2024,Sports and Outdoors,1391.13
12 Jul 2024,Groceries,48441.36
12 Jul 2024,Electronics,11928.56
12 Jul 2024,Clothing and Apparel,21346.85
12 Jul 2024,Home and Furniture,7877.63
12 Jul 2024,Toys and Games,3352.95
12 Jul 2024,Health and Beauty,8567.87
12 Jul 2024,Automotive,4906.77
12 Jul 2024,Sports and Outdoors,6412.93
13 Jul 2024,Groceries,172171.25
13 Jul 2024,Electronics,23590.64
13 Jul 2024,Clothing and Apparel,20218.17
13 Jul 2024,Home and Furniture,27765.21
13 Jul 2024,Toys and Games,12265.92
13 Jul 2024,Health and Beauty,28276.31
13 Jul 2024,Automotive,15795.19
13 Jul 2024,Sports and Outdoors,10790.67
14 Jul 2024,Groceries,243046.03
14 Jul 2024,Electronics,21393.64
14 Jul 2024,Clothing and Apparel,30755.32
14 Jul 2024,Home and Furniture,12532.67
14 Jul 2024,Toys and Games,12101.87
14 Jul 2024,Health and Beauty,9073.75
14 Jul 2024,Automotive,9513.45
14 Jul 2024,Sports and Outdoors,7885.23
15 Jul 2024,Groceries,96418.08
15 Jul 2024,Electronics,9234.13
15 Jul 2024,Clothing and Apparel,16676.98
15 Jul 2024,Home and Furniture,3996.77
15 Jul 2024,Toys and Games,3313.81
15 Jul 2024,Health and Beauty,5593.12
15 Jul 2024,Automotive,1961.97
15 Jul 2024,Sports and Outdoors,5042.11
16 Jul 2024,Groceries,77873.6
16 Jul 2024,Electronics,21250.92
16 Jul 2024,Clothing and Apparel,6417.64
16 Jul 2024,Home and Furniture,6238.93
16 Jul 2024,Toys and Games,1563.69
16 Jul 2024,Health and Beauty,5960.52
16 Jul 2024,Automotive,3436.28
16 Jul 2024,Sports and Outdoors,2221.32
17 Jul 2024,Groceries,33692.59
17 Jul 2024,Electronics,8539.64
17 Jul 2024,Clothing and Apparel,17402.03
17 Jul 2024,Home and Furniture,11031.6
17 Jul 2024,Toys and Games,1776.18
17 Jul 2024,Health and Beauty,2882.95
17 Jul 2024,Automotive,3023.47
17 Jul 2024,Sports and Outdoors,3289.85
18 Jul 2024,Groceries,33765.85
18 Jul 2024,Electronics,12768.82
18 Jul 2024,Clothing and Apparel,14365.27
18 Jul 2024,Home and Furniture,9869.82
18 Jul 2024,Toys and Games,2677.34
18 Jul 2024,Health and Beauty,11342.61
18 Jul 2024,Automotive,2715.88
18 Jul 2024,Sports and Outdoors,2787.43
19 Jul 2024,Groceries,124075.08
19 Jul 2024,Electronics,19064.67
19 Jul 2024,Clothing and Apparel,7850.43
19 Jul 2024,Home and Furniture,21595.9
19 Jul 2024,Toys and Games,2860.88
19 Jul 2024,Health and Beauty,7229.5
19 Jul 2024,Automotive,5038.3
19 Jul 2024,Sports and Outdoors,3314.73
20 Jul 2024,Groceries,204938.2
20 Jul 2024,Electronics,33692.51
20 Jul 2024,Clothing and Apparel,23147.17
20 Jul 2024,Home and Furniture,12174.38
20 Jul 2024,Toys and Games,6219.52
20 Jul 2024,Health and Beauty,24468.55
20 Jul 2024,Automotive,6429.17
20 Jul 2024,Sports and Outdoors,10614.93
21 Jul 2024,Groceries,120923.31
21 Jul 2024,Electronics,18914.02
21 Jul 2024,Clothing and Apparel,31277.81
21 Jul 2024,Home and Furniture,32985.6
21 Jul 2024,Toys and Games,5703.56
21 Jul 2024,Health and Beauty,8980.81
21 Jul 2024,Automotive,4032.47
21 Jul 2024,Sports and Outdoors,8490.22
22 Jul 2024,Groceries,26081.88
22 Jul 2024,Electronics,12301.83
22 Jul 2024,Clothing and Apparel,10676.05
22 Jul 2024,Home and Furniture,11852.38
22 Jul 2024,Toys and Games,3107.1
22 Jul 2024,Health and Beauty,8722.51
22 Jul 2024,Automotive,5599.62
22 Jul 2024,Sports and Outdoors,5811.67
23 Jul 2024,Groceries,88191.79
23 Jul 2024,Electronics,14035.82
23 Jul 2024,Clothing and Apparel,10408.88
23 Jul 2024,Home and Furniture,4385.31
23 Jul 2024,Toys and Games,5833.18
23 Jul 2024,Health and Beauty,1440.41
23 Jul 2024,Automotive,3192.62
23 Jul 2024,Sports and Outdoors,1457.21
24 Jul 2024,Groceries,39187.44
24 Jul 2024,Electronics,6033.91
24 Jul 2024,Clothing and Apparel,4753.52
24 Jul 2024,Home and Furniture,9483.56
24 Jul 2024,Toys and Games,2057.89
24 Jul 2024,Health and Beauty,12205.35
24 Jul 2024,Automotive,1898.85
24 Jul 2024,Sports and Outdoors,2157
25 Jul 2024,Groceries,68688.29
25 Jul 2024,Electronics,23641.99
25 Jul 2024,Clothing and Apparel,11507.91
25 Jul 2024,Home and Furniture,8351.84
25 Jul 2024,Toys and Games,1007.23
25 Jul 2024,Health and Beauty,12541.33
25 Jul 2024,Automotive,2087.13
25 Jul 2024,Sports and Outdoors,2419.53
26 Jul 2024,Groceries,107551.09
26 Jul 2024,Electronics,9672.78
26 Jul 2024,Clothing and Apparel,21934.1
26 Jul 2024,Home and Furniture,7428.76
26 Jul 2024,Toys and Games,5994.64
26 Jul 2024,Health and Beauty,14657.88
26 Jul 2024,Automotive,3588.05
26 Jul 2024,Sports and Outdoors,1243.39
27 Jul 2024,Groceries,267842.19
27 Jul 2024,Electronics,60824.26
27 Jul 2024,Clothing and Apparel,21841.71
27 Jul 2024,Home and Furniture,29785.24
27 Jul 2024,Toys and Games,6787.66
27 Jul 2024,Health and Beauty,18442.3
27 Jul 2024,Automotive,13668.59
27 Jul 2024,Sports and Outdoors,22428.53
28 Jul 2024,Groceries,98319.02
28 Jul 2024,Electronics,17759.07
28 Jul 2024,Clothing and Apparel,30230.49
28 Jul 2024,Home and Furniture,12960.74
28 Jul 2024,Toys and Games,3763.8
28 Jul 2024,Health and Beauty,20400.33
28 Jul 2024,Automotive,7357.73
28 Jul 2024,Sports and Outdoors,5722.17
29 Jul 2024,Groceries,52926.41
29 Jul 2024,Electronics,26901.05
29 Jul 2024,Clothing and Apparel,24687.2
29 Jul 2024,Home and Furniture,6227.34
29 Jul 2024,Toys and Games,2139.31
29 Jul 2024,Health and Beauty,2837.7
29 Jul 2024,Automotive,4921.67
29 Jul 2024,Sports and Outdoors,4057.69
30 Jul 2024,Groceries,20305.1
30 Jul 2024,Electronics,9038.42
30 Jul 2024,Clothing and Apparel,6345.61
30 Jul 2024,Home and Furniture,3553.71
30 Jul 2024,Toys and Games,1434.79
30 Jul 2024,Health and Beauty,5457.78
30 Jul 2024,Automotive,2165.29
30 Jul 2024,Sports and Outdoors,7033.19
31 Jul 2024,Groceries,51024.75
31 Jul 2024,Electronics,10778.88
31 Jul 2024,Clothing and Apparel,15035.91
31 Jul 2024,Home and Furniture,4836.79
31 Jul 2024,Toys and Games,2363.31
31 Jul 2024,Health and Beauty,2574.89
31 Jul 2024,Automotive,1788.26
31 Jul 2024,Sports and Outdoors,2286.77
01 Aug 2024,Groceries,99905.4
01 Aug 2024,Electronics,30412.87
01 Aug 2024,Clothing and Apparel,11360.69
01 Aug 2024,Home and Furniture,4863.44
01 Aug 2024,Toys and Games,1876.08
01 Aug 2024,Health and Beauty,3194.84
01 Aug 2024,Automotive,5801.99
01 Aug 2024,Sports and Outdoors,6453.66
02 Aug 2024,Groceries,152591.07
02 Aug 2024,Electronics,24648.93
02 Aug 2024,Clothing and Apparel,13750.12
02 Aug 2024,Home and Furniture,9778.29
02 Aug 2024,Toys and Games,3313.44
02 Aug 2024,Health and Beauty,13991.4
02 Aug 2024,Automotive,6000.69
02 Aug 2024,Sports and Outdoors,12026.43
03 Aug 2024,Groceries,159913.48
03 Aug 2024,Electronics,64764.82
03 Aug 2024,Clothing and Apparel,23091
03 Aug 2024,Home and Furniture,45368.75
03 Aug 2024,Toys and Games,10659.62
03 Aug 2024,Health and Beauty,88041.03
03 Aug 2024,Automotive,14251.38
03 Aug 2024,Sports and Outdoors,8895.56
04 Aug 2024,Groceries,462390.29
04 Aug 2024,Electronics,53284.97
04 Aug 2024,Clothing and Apparel,20797.57
04 Aug 2024,Home and Furniture,10932.18
04 Aug 2024,Toys and Games,13222.94
04 Aug 2024,Health and Beauty,16782.23
04 Aug 2024,Automotive,7195.26
04 Aug 2024,Sports and Outdoors,7864.92
05 Aug 2024,Groceries,50845.83
05 Aug 2024,Electronics,23325.52
05 Aug 2024,Clothing and Apparel,16783.51
05 Aug 2024,Home and Furniture,11277.67
05 Aug 2024,Toys and Games,5619.32
05 Aug 2024,Health and Beauty,3110.19
05 Aug 2024,Automotive,4065.22
05 Aug 2024,Sports and Outdoors,2700.8
06 Aug 2024,Groceries,58979.89
06 Aug 2024,Electronics,10030.31
06 Aug 2024,Clothing and Apparel,12268.38
06 Aug 2024,Home and Furniture,9104.26
06 Aug 2024,Toys and Games,5927.58
06 Aug 2024,Health and Beauty,4744.44
06 Aug 2024,Automotive,2559.52
06 Aug 2024,Sports and Outdoors,2482.86
07 Aug 2024,Groceries,26992.37
07 Aug 2024,Electronics,8301.27
07 Aug 2024,Clothing and Apparel,12244.78
07 Aug 2024,Home and Furniture,6452.38
07 Aug 2024,Toys and Games,3132.79
07 Aug 2024,Health and Beauty,4576.91
07 Aug 2024,Automotive,2322.71
07 Aug 2024,Sports and Outdoors,2920.06
08 Aug 2024,Groceries,82649.96
08 Aug 2024,Electronics,14145.61
08 Aug 2024,Clothing and Apparel,13774.62
08 Aug 2024,Home and Furniture,9291.97
08 Aug 2024,Toys and Games,7274.99
08 Aug 2024,Health and Beauty,6739.57
08 Aug 2024,Automotive,5992.39
08 Aug 2024,Sports and Outdoors,4780.69
09 Aug 2024,Groceries,234769.79
09 Aug 2024,Electronics,25299.79
09 Aug 2024,Clothing and Apparel,19361.72
09 Aug 2024,Home and Furniture,35055.04
09 Aug 2024,Toys and Games,11955.26
09 Aug 2024,Health and Beauty,6022.41
09 Aug 2024,Automotive,4874.04
09 Aug 2024,Sports and Outdoors,5156.47
10 Aug 2024,Groceries,209038.49
10 Aug 2024,Electronics,29983.61
10 Aug 2024,Clothing and Apparel,13534.47
10 Aug 2024,Home and Furniture,10033.88
10 Aug 2024,Toys and Games,19621.41
10 Aug 2024,Health and Beauty,64899.13
10 Aug 2024,Automotive,29479.99
10 Aug 2024,Sports and Outdoors,19050.03
11 Aug 2024,Groceries,218412.43
11 Aug 2024,Electronics,34889.39
11 Aug 2024,Clothing and Apparel,25985.71
11 Aug 2024,Home and Furniture,15819.31
11 Aug 2024,Toys and Games,6919.34
11 Aug 2024,Health and Beauty,22174.36
11 Aug 2024,Automotive,18696.48
11 Aug 2024,Sports and Outdoors,10166.49
12 Aug 2024,Groceries,68167.43
12 Aug 2024,Electronics,28656.85
12 Aug 2024,Clothing and Apparel,11660.31
12 Aug 2024,Home and Furniture,3897.31
12 Aug 2024,Toys and Games,6618.27
12 Aug 2024,Health and Beauty,9943.92
12 Aug 2024,Automotive,1812.14
12 Aug 2024,Sports and Outdoors,7336.92
13 Aug 2024,Groceries,50849.95
13 Aug 2024,Electronics,2755.7
13 Aug 2024,Clothing and Apparel,17192.8
13 Aug 2024,Home and Furniture,13747.61
13 Aug 2024,Toys and Games,1530.77
13 Aug 2024,Health and Beauty,2730.56
13 Aug 2024,Automotive,2813.15
13 Aug 2024,Sports and Outdoors,2194.69
14 Aug 2024,Groceries,24040.62
14 Aug 2024,Electronics,7266.17
14 Aug 2024,Clothing and Apparel,12291.96
14 Aug 2024,Home and Furniture,9548.36
14 Aug 2024,Toys and Games,1381.55
14 Aug 2024,Health and Beauty,6598.83
14 Aug 2024,Automotive,9033.66
14 Aug 2024,Sports and Outdoors,9030.77
15 Aug 2024,Groceries,56121.06
15 Aug 2024,Electronics,33716.3
15 Aug 2024,Clothing and Apparel,17607.73
15 Aug 2024,Home and Furniture,25535.63
15 Aug 2024,Toys and Games,5810.33
15 Aug 2024,Health and Beauty,13019.67
15 Aug 2024,Automotive,2067.09
15 Aug 2024,Sports and Outdoors,4877.54
16 Aug 2024,Groceries,295430.37
16 Aug 2024,Electronics,18643.66
16 Aug 2024,Clothing and Apparel,17545.82
16 Aug 2024,Home and Furniture,11974.44
16 Aug 2024,Toys and Games,5715.75
16 Aug 2024,Health and Beauty,21927.21
16 Aug 2024,Automotive,5762.11
16 Aug 2024,Sports and Outdoors,9242.47
17 Aug 2024,Groceries,594224.19
17 Aug 2024,Electronics,158376.75
17 Aug 2024,Clothing and Apparel,82104.97
17 Aug 2024,Home and Furniture,27750.74
17 Aug 2024,Toys and Games,19900.55
17 Aug 2024,Health and Beauty,35719.14
17 Aug 2024,Automotive,7798.45
17 Aug 2024,Sports and Outdoors,7746.48
18 Aug 2024,Groceries,242900.88
18 Aug 2024,Electronics,35590.01
18 Aug 2024,Clothing and Apparel,40531.63
18 Aug 2024,Home and Furniture,45232.02
18 Aug 2024,Toys and Games,16324.2
18 Aug 2024,Health and Beauty,15844.05
18 Aug 2024,Automotive,15775.75
18 Aug 2024,Sports and Outdoors,23018.4
19 Aug 2024,Groceries,83794.96
19 Aug 2024,Electronics,14559.6
19 Aug 2024,Clothing and Apparel,10471.4
19 Aug 2024,Home and Furniture,7393.79
19 Aug 2024,Toys and Games,4511.51
19 Aug 2024,Health and Beauty,9286.56
19 Aug 2024,Automotive,3543.38
19 Aug 2024,Sports and Outdoors,8908.55
20 Aug 2024,Groceries,142357.26
20 Aug 2024,Electronics,15750.42
20 Aug 2024,Clothing and Apparel,5622.27
20 Aug 2024,Home and Furniture,6547.6
20 Aug 2024,Toys and Games,2184.27
20 Aug 2024,Health and Beauty,6118.54
20 Aug 2024,Automotive,6843.1
20 Aug 2024,Sports and Outdoors,3548.51
21 Aug 2024,Groceries,21585.74
21 Aug 2024,Electronics,12837.04
21 Aug 2024,Clothing and Apparel,6438.66
21 Aug 2024,Home and Furniture,3769.1
21 Aug 2024,Toys and Games,2760.79
21 Aug 2024,Health and Beauty,4617.75
21 Aug 2024,Automotive,2798.32
21 Aug 2024,Sports and Outdoors,2139.11
22 Aug 2024,Groceries,78071.49
22 Aug 2024,Electronics,30184.9
22 Aug 2024,Clothing and Apparel,23624.17
22 Aug 2024,Home and Furniture,5755.34
22 Aug 2024,Toys and Games,6288.77
22 Aug 2024,Health and Beauty,10176.84
22 Aug 2024,Automotive,5643.44
22 Aug 2024,Sports and Outdoors,8485.41
23 Aug 2024,Groceries,237252.48
23 Aug 2024,Electronics,22705.89
23 Aug 2024,Clothing and Apparel,41343.29
23 Aug 2024,Home and Furniture,16474
23 Aug 2024,Toys and Games,1800.04
23 Aug 2024,Health and Beauty,30993.25
23 Aug 2024,Automotive,3097.14
23 Aug 2024,Sports and Outdoors,6934.3
24 Aug 2024,Groceries,125811.55
24 Aug 2024,Electronics,61989.35
24 Aug 2024,Clothing and Apparel,21475.79
24 Aug 2024,Home and Furniture,20760.09
24 Aug 2024,Toys and Games,8226.99
24 Aug 2024,Health and Beauty,32459.02
24 Aug 2024,Automotive,16461.74
24 Aug 2024,Sports and Outdoors,7068.2
25 Aug 2024,Groceries,293113.45
25 Aug 2024,Electronics,52225.12
25 Aug 2024,Clothing and Apparel,51307.97
25 Aug 2024,Home and Furniture,21373.3
25 Aug 2024,Toys and Games,21092.72
25 Aug 2024,Health and Beauty,16966.72
25 Aug 2024,Automotive,6126.87
25 Aug 2024,Sports and Outdoors,7054.84
26 Aug 2024,Groceries,53169.01
26 Aug 2024,Electronics,26881.39
26 Aug 2024,Clothing and Apparel,15005.39
26 Aug 2024,Home and Furniture,23600
26 Aug 2024,Toys and Games,4796.56
26 Aug 2024,Health and Beauty,15421.49
26 Aug 2024,Automotive,3634.73
26 Aug 2024,Sports and Outdoors,2628.55
27 Aug 2024,Groceries,52284.51
27 Aug 2024,Electronics,25598.82
27 Aug 2024,Clothing and Apparel,13872.25
27 Aug 2024,Home and Furniture,7658.58
27 Aug 2024,Toys and Games,8328.27
27 Aug 2024,Health and Beauty,10507.67
27 Aug 2024,Automotive,3050.79
27 Aug 2024,Sports and Outdoors,3537.47
28 Aug 2024,Groceries,61421.6
28 Aug 2024,Electronics,10252.42
28 Aug 2024,Clothing and Apparel,5835.04
28 Aug 2024,Home and Furniture,6898.19
28 Aug 2024,Toys and Games,12072.97
28 Aug 2024,Health and Beauty,5325.31
28 Aug 2024,Automotive,3641.7
28 Aug 2024,Sports and Outdoors,3890.25
29 Aug 2024,Groceries,91737.5
29 Aug 2024,Electronics,44424.34
29 Aug 2024,Clothing and Apparel,14851.12
29 Aug 2024,Home and Furniture,16513.86
29 Aug 2024,Toys and Games,6192.06
29 Aug 2024,Health and Beauty,14789.69
29 Aug 2024,Automotive,7770
29 Aug 2024,Sports and Outdoors,4815.01
30 Aug 2024,Groceries,132982.64
30 Aug 2024,Electronics,26328.92
30 Aug 2024,Clothing and Apparel,28854.55
30 Aug 2024,Home and Furniture,9042.83
30 Aug 2024,Toys and Games,4356.82
30 Aug 2024,Health and Beauty,22406.6
30 Aug 2024,Automotive,3395.04
30 Aug 2024,Sports and Outdoors,6346.23
31 Aug 2024,Groceries,125610.32
31 Aug 2024,Electronics,24039.71
31 Aug 2024,Clothing and Apparel,116563.46
31 Aug 2024,Home and Furniture,14913.03
31 Aug 2024,Toys and Games,7780.89
31 Aug 2024,Health and Beauty,22045.49
31 Aug 2024,Automotive,17601.44
31 Aug 2024,Sports and Outdoors,21234.18
01 Sep 2024,Groceries,185724.38
01 Sep 2024,Electronics,20109.38
01 Sep 2024,Clothing and Apparel,12585.55
01 Sep 2024,Home and Furniture,13492.52
01 Sep 2024,Toys and Games,4180.4
01 Sep 2024,Health and Beauty,29394.59
01 Sep 2024,Automotive,7145.44
01 Sep 2024,Sports and Outdoors,4924.16
02 Sep 2024,Groceries,43807.95
02 Sep 2024,Electronics,9040.72
02 Sep 2024,Clothing and Apparel,7752.02
02 Sep 2024,Home and Furniture,2447.26
02 Sep 2024,Toys and Games,3166.46
02 Sep 2024,Health and Beauty,8189.52
02 Sep 2024,Automotive,4570.79
02 Sep 2024,Sports and Outdoors,2118.86
03 Sep 2024,Groceries,33568.81
03 Sep 2024,Electronics,10652.7
03 Sep 2024,Clothing and Apparel,8951.54
03 Sep 2024,Home and Furniture,3708.49
03 Sep 2024,Toys and Games,1070.32
03 Sep 2024,Health and Beauty,5681.01
03 Sep 2024,Automotive,2568.56
03 Sep 2024,Sports and Outdoors,2386.04
04 Sep 2024,Groceries,56687.1
04 Sep 2024,Electronics,9557.88
04 Sep 2024,Clothing and Apparel,5177.24
04 Sep 2024,Home and Furniture,6575.54
04 Sep 2024,Toys and Games,2112.51
04 Sep 2024,Health and Beauty,1771.86
04 Sep 2024,Automotive,2748.77
04 Sep 2024,Sports and Outdoors,1614.28
05 Sep 2024,Groceries,72806.58
05 Sep 2024,Electronics,25958.7
05 Sep 2024,Clothing and Apparel,15916.08
05 Sep 2024,Home and Furniture,7212.98
05 Sep 2024,Toys and Games,6156.77
05 Sep 2024,Health and Beauty,5688.88
05 Sep 2024,Automotive,6978.83
05 Sep 2024,Sports and Outdoors,2387.29
06 Sep 2024,Groceries,96536.71
06 Sep 2024,Electronics,44570.85
06 Sep 2024,Clothing and Apparel,35299.67
06 Sep 2024,Home and Furniture,7256.7
06 Sep 2024,Toys and Games,4560.83
06 Sep 2024,Health and Beauty,12785.61
06 Sep 2024,Automotive,4559.08
06 Sep 2024,Sports and Outdoors,7080.06
07 Sep 2024,Groceries,270268.09
